,loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,total_assets,inc_loan
2120,2121,3,Not Graduate, Yes,3200000,7200000,6,728,4800000,2000000,8000000,4600000,Approved,19400000,0.4444444444444444
2121,2122,0,Not Graduate, No,6300000,13300000,2,666,8800000,4000000,14200000,4900000,Approved,31900000,0.47368421052631576
2122,2123,2,Graduate, No,4700000,17700000,14,675,5800000,7200000,13100000,6500000,Approved,32600000,0.2655367231638418
2123,2124,0,Graduate, No,4100000,15400000,16,304,3000000,5200000,16200000,3100000,Rejected,27500000,0.2662337662337662
2124,2125,5,Graduate, Yes,7100000,15500000,4,474,7600000,9000000,22400000,9400000,Rejected,48400000,0.45806451612903226
2125,2126,4,Graduate, Yes,4900000,10200000,18,370,10900000,2200000,13700000,6600000,Rejected,33400000,0.4803921568627451
2126,2127,4,Graduate, No,5600000,20300000,20,596,5100000,10900000,12700000,7900000,Approved,36600000,0.27586206896551724
2127,2128,4,Graduate, No,3400000,8300000,2,567,5700000,1900000,10200000,2700000,Approved,20500000,0.40963855421686746
2128,2129,3,Not Graduate, No,4500000,16100000,16,671,10500000,3600000,12400000,5800000,Approved,32300000,0.2795031055900621
2129,2130,2,Graduate, No,300000,800000,18,819,300000,300000,900000,400000,Approved,1900000,0.375
2130,2131,5,Not Graduate, Yes,7600000,23000000,10,829,3100000,7300000,17600000,7300000,Approved,35300000,0.33043478260869563
2131,2132,5,Graduate, No,500000,1200000,12,454,1400000,500000,1000000,300000,Rejected,3200000,0.4166666666666667
2132,2133,0,Graduate, Yes,5900000,15200000,16,399,15200000,3200000,12200000,6500000,Rejected,37100000,0.3881578947368421
2133,2134,0,Graduate, No,7100000,20700000,10,784,9500000,11400000,27900000,8600000,Approved,57400000,0.34299516908212563
2134,2135,2,Not Graduate, Yes,8500000,26900000,6,538,21300000,16400000,21500000,4600000,Rejected,63800000,0.3159851301115242
2135,2136,0,Graduate, Yes,6400000,16900000,16,759,16200000,7100000,15200000,3100000,Approved,41600000,0.378698224852071
2136,2137,2,Graduate, No,7100000,21400000,12,699,11400000,13400000,22600000,4800000,Approved,52200000,0.3317757009345794
2137,2138,5,Not Graduate, No,1800000,5400000,14,347,3800000,1300000,4900000,1700000,Rejected,11700000,0.3333333333333333
2138,2139,3,Not Graduate, Yes,6600000,25200000,20,598,13100000,3600000,20700000,8600000,Approved,46000000,0.2619047619047619
2139,2140,4,Graduate, Yes,8800000,27100000,2,406,16300000,6200000,26100000,5800000,Approved,54400000,0.3247232472324723
2140,2141,2,Not Graduate, No,4800000,15800000,20,860,1700000,3300000,13400000,5100000,Approved,23500000,0.3037974683544304
2141,2142,5,Graduate, Yes,4400000,16500000,10,806,3500000,4400000,11200000,2800000,Approved,21900000,0.26666666666666666
2142,2143,0,Not Graduate, No,2000000,6900000,2,448,2700000,3800000,7100000,1600000,Approved,15200000,0.2898550724637681
2143,2144,2,Graduate, No,6800000,22600000,20,393,2100000,2200000,20300000,8200000,Rejected,32800000,0.3008849557522124
2144,2145,5,Not Graduate, Yes,6600000,16000000,12,811,13100000,5000000,14700000,5000000,Approved,37800000,0.4125
2145,2146,2,Graduate, No,3300000,7900000,20,829,4800000,2100000,13200000,2600000,Approved,22700000,0.4177215189873418
2146,2147,3,Not Graduate, No,7400000,23400000,16,700,19300000,3000000,20700000,8900000,Approved,51900000,0.3162393162393162
2147,2148,0,Not Graduate, Yes,4500000,12400000,18,719,10300000,200000,9200000,3100000,Approved,22800000,0.3629032258064516
2148,2149,1,Not Graduate, Yes,9500000,30500000,12,430,5400000,8000000,30800000,10500000,Rejected,54700000,0.3114754098360656
2149,2150,1,Graduate, No,800000,3000000,4,338,900000,1000000,2600000,400000,Approved,4900000,0.26666666666666666
2150,2151,2,Graduate, No,4000000,13000000,4,695,6400000,6900000,15400000,4300000,Approved,33000000,0.3076923076923077
2151,2152,2,Not Graduate, No,7000000,25700000,18,374,3400000,13700000,14900000,4500000,Rejected,36500000,0.2723735408560311
2152,2153,3,Graduate, No,3500000,8500000,18,609,7300000,0,12700000,2500000,Approved,22500000,0.4117647058823529
2153,2154,3,Graduate, Yes,9700000,36000000,6,631,3500000,5500000,28500000,7500000,Approved,45000000,0.26944444444444443
2154,2155,0,Not Graduate, No,3400000,10800000,6,439,5300000,1400000,11600000,1900000,Rejected,20200000,0.3148148148148148
2155,2156,1,Graduate, Yes,4600000,13500000,20,837,5600000,7700000,11900000,2500000,Approved,27700000,0.34074074074074073
2156,2157,4,Graduate, No,3800000,10400000,10,833,7500000,2500000,14100000,4200000,Approved,28300000,0.36538461538461536
2157,2158,4,Not Graduate, Yes,4200000,9600000,20,863,7400000,900000,9100000,3400000,Approved,20800000,0.4375
2158,2159,2,Graduate, No,2500000,8700000,4,684,0,600000,9700000,2600000,Approved,12900000,0.28735632183908044
2159,2160,0,Not Graduate, Yes,7000000,24600000,6,542,6400000,2600000,24500000,4700000,Rejected,38200000,0.2845528455284553
2160,2161,1,Not Graduate, No,5300000,11500000,8,753,10000000,4200000,14400000,3000000,Approved,31600000,0.4608695652173913
2161,2162,0,Not Graduate, No,6400000,14200000,2,512,1600000,9200000,23100000,3500000,Rejected,37400000,0.4507042253521127
2162,2163,3,Not Graduate, No,3400000,8100000,12,385,6100000,4000000,10700000,4000000,Rejected,24800000,0.41975308641975306
2163,2164,4,Not Graduate, No,6700000,18800000,2,749,15600000,7900000,19900000,8600000,Approved,52000000,0.35638297872340424
2164,2165,1,Not Graduate, Yes,4600000,10100000,4,618,2200000,100000,12900000,4300000,Approved,19500000,0.45544554455445546
2165,2166,4,Graduate, Yes,900000,2500000,4,583,1300000,800000,1800000,1100000,Approved,5000000,0.36
2166,2167,0,Graduate, No,5100000,19900000,18,655,4400000,0,17100000,7100000,Approved,28600000,0.2562814070351759
2167,2168,0,Not Graduate, Yes,7000000,20900000,20,380,11800000,10800000,21100000,6200000,Rejected,49900000,0.3349282296650718
2168,2169,3,Graduate, Yes,4100000,14700000,6,679,6600000,3700000,10500000,5600000,Approved,26400000,0.2789115646258503
2169,2170,2,Graduate, No,4600000,14800000,6,410,12900000,6800000,16100000,5800000,Rejected,41600000,0.3108108108108108
2170,2171,2,Graduate, Yes,3600000,11500000,8,590,1600000,5200000,10900000,3000000,Approved,20700000,0.3130434782608696
2171,2172,5,Graduate, No,5900000,13800000,14,397,12400000,600000,20400000,3000000,Rejected,36400000,0.427536231884058
2172,2173,2,Graduate, No,600000,2100000,16,425,900000,500000,2300000,300000,Rejected,4000000,0.2857142857142857
2173,2174,0,Graduate, No,4900000,16400000,2,383,3300000,3500000,15000000,5800000,Approved,27600000,0.29878048780487804
2174,2175,5,Graduate, Yes,6400000,23900000,6,406,14700000,12400000,25400000,4300000,Rejected,56800000,0.26778242677824265
2175,2176,2,Graduate, No,7000000,19800000,10,563,3900000,9400000,22800000,8000000,Approved,44100000,0.35353535353535354
2176,2177,3,Graduate, Yes,6700000,13400000,14,782,4900000,4000000,25800000,9600000,Approved,44300000,0.5
2177,2178,1,Not Graduate, Yes,800000,2200000,4,852,900000,200000,2200000,1000000,Approved,4300000,0.36363636363636365
2178,2179,5,Not Graduate, No,7600000,27800000,2,753,18400000,12200000,16900000,8000000,Approved,55500000,0.2733812949640288
2179,2180,5,Graduate, Yes,3200000,7600000,4,489,5000000,2900000,10600000,1900000,Rejected,20400000,0.42105263157894735
2180,2181,2,Not Graduate, Yes,4900000,13800000,2,586,9900000,1400000,9900000,7000000,Approved,28200000,0.35507246376811596
2181,2182,3,Not Graduate, No,7200000,20800000,16,560,2100000,10700000,21100000,3600000,Approved,37500000,0.34615384615384615
2182,2183,3,Graduate, No,5600000,20600000,6,487,6400000,9700000,20200000,4100000,Rejected,40400000,0.27184466019417475
2183,2184,4,Graduate, Yes,7300000,18300000,8,434,10000000,2900000,26800000,6700000,Rejected,46400000,0.3989071038251366
2184,2185,4,Not Graduate, No,3300000,7000000,20,504,8200000,3200000,7300000,2500000,Rejected,21200000,0.4714285714285714
2185,2186,2,Graduate, Yes,9200000,25300000,4,827,25900000,15900000,19300000,11000000,Approved,72100000,0.36363636363636365
2186,2187,3,Not Graduate, Yes,8100000,23300000,20,657,15700000,2900000,28100000,6200000,Approved,52900000,0.34763948497854075
2187,2188,5,Graduate, No,6600000,21400000,10,447,12700000,11100000,20200000,6400000,Rejected,50400000,0.308411214953271
2188,2189,0,Graduate, Yes,4200000,13600000,4,834,8700000,3400000,12000000,3100000,Approved,27200000,0.3088235294117647
2189,2190,2,Graduate, No,5800000,21700000,8,354,12500000,2300000,12200000,6800000,Rejected,33800000,0.2672811059907834
2190,2191,2,Graduate, Yes,5600000,21000000,18,883,9800000,1600000,20900000,6000000,Approved,38300000,0.26666666666666666
2191,2192,0,Not Graduate, Yes,3600000,9900000,12,641,10300000,2400000,9100000,2700000,Approved,24500000,0.36363636363636365
2192,2193,1,Graduate, Yes,7700000,16900000,6,621,22600000,7900000,27400000,10200000,Approved,68100000,0.4556213017751479
2193,2194,0,Graduate, Yes,7800000,23300000,10,587,12500000,9300000,27500000,9700000,Approved,59000000,0.33476394849785407
2194,2195,3,Not Graduate, No,5700000,15400000,16,424,4700000,3000000,16400000,5600000,Rejected,29700000,0.37012987012987014
2195,2196,5,Graduate, No,6300000,20500000,14,515,4300000,3600000,18300000,9100000,Rejected,35300000,0.3073170731707317
2196,2197,5,Not Graduate, Yes,2300000,4700000,18,592,1600000,3900000,6200000,2800000,Approved,14500000,0.48936170212765956
2197,2198,4,Graduate, Yes,9600000,19900000,6,319,3200000,16500000,28100000,6600000,Rejected,54400000,0.4824120603015075
2198,2199,1,Not Graduate, Yes,1000000,3900000,16,360,2500000,300000,2100000,600000,Rejected,5500000,0.2564102564102564
2199,2200,5,Graduate, Yes,7200000,27100000,12,535,8400000,12800000,28100000,4800000,Rejected,54100000,0.2656826568265683
2200,2201,2,Not Graduate, Yes,3800000,11400000,16,666,9000000,2400000,8000000,3800000,Approved,23200000,0.3333333333333333
2201,2202,4,Not Graduate, Yes,9300000,24600000,16,419,18100000,0,26700000,5100000,Rejected,49900000,0.3780487804878049
2202,2203,2,Not Graduate, Yes,7200000,21900000,12,640,0,11400000,14600000,3800000,Approved,29800000,0.3287671232876712
2203,2204,0,Graduate, No,7600000,19700000,12,545,4300000,5200000,29500000,7300000,Rejected,46300000,0.38578680203045684
2204,2205,4,Graduate, No,4500000,15300000,10,843,13200000,6900000,10800000,2200000,Approved,33100000,0.29411764705882354
2205,2206,1,Not Graduate, Yes,9900000,30900000,20,559,12100000,6100000,38600000,12100000,Approved,68900000,0.32038834951456313
2206,2207,0,Not Graduate, Yes,700000,2000000,18,650,400000,1300000,2800000,500000,Approved,5000000,0.35
2207,2208,0,Graduate, No,3500000,12300000,16,479,9700000,6000000,7900000,4700000,Rejected,28300000,0.2845528455284553
2208,2209,1,Graduate, Yes,300000,1000000,14,324,100000,100000,1100000,100000,Rejected,1400000,0.3
2209,2210,5,Not Graduate, Yes,5400000,16700000,2,354,1100000,4500000,19300000,5200000,Approved,30100000,0.32335329341317365
2210,2211,4,Not Graduate, Yes,2800000,8400000,10,521,1500000,1200000,9100000,3700000,Rejected,15500000,0.3333333333333333
2211,2212,5,Not Graduate, Yes,4900000,15900000,8,505,12400000,4900000,14900000,6100000,Rejected,38300000,0.3081761006289308
2212,2213,4,Not Graduate, No,600000,1700000,12,436,400000,0,1700000,700000,Rejected,2800000,0.35294117647058826
2213,2214,0,Graduate, No,3000000,8100000,6,683,3200000,4900000,10200000,3200000,Approved,21500000,0.37037037037037035
2214,2215,0,Graduate, No,1800000,5800000,18,348,2900000,700000,6700000,1000000,Rejected,11300000,0.3103448275862069
2215,2216,4,Graduate, Yes,5100000,15700000,6,867,11200000,8300000,19200000,3600000,Approved,42300000,0.3248407643312102
2216,2217,5,Graduate, No,1400000,4100000,14,880,3700000,1800000,2800000,2100000,Approved,10400000,0.34146341463414637
2217,2218,2,Graduate, Yes,6700000,25500000,10,673,11100000,8600000,25100000,5000000,Approved,49800000,0.2627450980392157
2218,2219,3,Not Graduate, No,4300000,12600000,18,482,9300000,900000,13200000,6100000,Rejected,29500000,0.3412698412698413
2219,2220,3,Graduate, Yes,7800000,19600000,4,767,18100000,10500000,20500000,7700000,Approved,56800000,0.3979591836734694
2220,2221,3,Not Graduate, No,5400000,15800000,18,760,12700000,2300000,16400000,7200000,Approved,38600000,0.34177215189873417
2221,2222,0,Not Graduate, No,500000,1900000,2,857,1100000,500000,1800000,300000,Approved,3700000,0.2631578947368421
2222,2223,1,Graduate, No,8600000,26700000,10,735,11800000,9100000,20700000,11200000,Approved,52800000,0.32209737827715357
2223,2224,3,Graduate, No,2500000,9300000,4,810,2700000,3300000,9400000,3700000,Approved,19100000,0.26881720430107525
2224,2225,4,Not Graduate, No,3000000,7200000,2,680,900000,3400000,9600000,1700000,Approved,15600000,0.4166666666666667
2225,2226,5,Not Graduate, Yes,7000000,26900000,4,889,1400000,4200000,22400000,7400000,Approved,35400000,0.26022304832713755
2226,2227,1,Not Graduate, Yes,400000,1500000,16,688,400000,300000,1200000,200000,Approved,2100000,0.26666666666666666
2227,2228,5,Not Graduate, No,5200000,13700000,16,531,8800000,4500000,15700000,2900000,Rejected,31900000,0.3795620437956204
2228,2229,3,Graduate, No,3300000,11100000,2,660,6500000,3700000,12300000,4500000,Approved,27000000,0.2972972972972973
2229,2230,1,Not Graduate, Yes,2400000,8800000,18,414,3600000,2200000,7100000,2500000,Rejected,15400000,0.2727272727272727
2230,2231,4,Graduate, Yes,5800000,15800000,14,528,6300000,100000,21400000,8700000,Rejected,36500000,0.3670886075949367
2231,2232,4,Not Graduate, Yes,9400000,20000000,12,817,3600000,1600000,34400000,8000000,Approved,47600000,0.47
2232,2233,2,Not Graduate, No,6100000,15300000,2,799,7100000,5500000,17800000,5300000,Approved,35700000,0.39869281045751637
2233,2234,1,Graduate, Yes,7500000,21400000,20,655,13000000,10300000,28100000,8100000,Approved,59500000,0.35046728971962615
2234,2235,2,Not Graduate, No,4100000,16200000,6,546,3500000,3100000,15100000,3700000,Rejected,25400000,0.25308641975308643
2235,2236,3,Not Graduate, No,8500000,30800000,14,745,11000000,8200000,19400000,7200000,Approved,45800000,0.275974025974026
2236,2237,0,Graduate, No,4300000,16900000,8,884,6500000,5400000,12000000,3700000,Approved,27600000,0.25443786982248523
2237,2238,5,Not Graduate, No,9300000,22000000,4,822,20900000,10000000,24200000,12100000,Approved,67200000,0.42272727272727273
2238,2239,4,Not Graduate, No,6000000,18700000,2,623,4300000,4000000,19100000,5700000,Approved,33100000,0.32085561497326204
2239,2240,1,Not Graduate, Yes,5300000,18900000,16,361,300000,5000000,11900000,5500000,Rejected,22700000,0.2804232804232804
2240,2241,5,Not Graduate, Yes,7400000,16200000,2,778,17000000,2700000,19400000,9200000,Approved,48300000,0.4567901234567901
2241,2242,1,Not Graduate, Yes,1100000,3800000,8,779,600000,1800000,4000000,1600000,Approved,8000000,0.2894736842105263
2242,2243,1,Graduate, Yes,6600000,20700000,4,594,4800000,200000,26400000,8900000,Approved,40300000,0.3188405797101449
2243,2244,3,Graduate, No,8200000,28300000,2,530,15000000,10500000,20200000,12100000,Approved,57800000,0.28975265017667845
2244,2245,3,Not Graduate, No,3300000,9300000,12,324,5300000,2600000,7500000,2000000,Rejected,17400000,0.3548387096774194
2245,2246,4,Graduate, Yes,2500000,9000000,10,394,6700000,2000000,7300000,3000000,Rejected,19000000,0.2777777777777778
2246,2247,3,Graduate, Yes,3300000,10400000,12,816,7100000,6300000,11800000,4900000,Approved,30100000,0.3173076923076923
2247,2248,5,Not Graduate, No,1000000,2300000,16,423,1700000,700000,2900000,1400000,Rejected,6700000,0.43478260869565216
2248,2249,5,Graduate, Yes,6200000,12800000,2,539,5600000,9800000,22300000,4800000,Rejected,42500000,0.484375
2249,2250,1,Graduate, No,7000000,21000000,20,554,16900000,6600000,14600000,5600000,Approved,43700000,0.3333333333333333
2250,2251,2,Graduate, Yes,7000000,19000000,6,523,5300000,9300000,25800000,9500000,Rejected,49900000,0.3684210526315789
2251,2252,1,Not Graduate, Yes,5300000,12000000,10,852,400000,10400000,18900000,5000000,Approved,34700000,0.44166666666666665
2252,2253,0,Not Graduate, Yes,1800000,3700000,2,505,3900000,2400000,4500000,1400000,Rejected,12200000,0.4864864864864865
2253,2254,0,Graduate, Yes,2300000,7900000,10,430,6600000,2800000,8100000,1900000,Rejected,19400000,0.2911392405063291
2254,2255,2,Graduate, No,4000000,9200000,16,784,3200000,600000,13000000,4900000,Approved,21700000,0.43478260869565216
2255,2256,1,Not Graduate, No,8900000,24000000,6,380,16500000,7400000,27700000,7500000,Rejected,59100000,0.37083333333333335
2256,2257,3,Graduate, No,8000000,18600000,20,565,1600000,8600000,22500000,9400000,Approved,42100000,0.43010752688172044
2257,2258,4,Graduate, Yes,7900000,26900000,14,446,17900000,7300000,16500000,8200000,Rejected,49900000,0.2936802973977695
2258,2259,5,Graduate, Yes,6700000,20200000,8,406,6900000,4900000,15300000,7100000,Rejected,34200000,0.3316831683168317
2259,2260,4,Not Graduate, No,2400000,6000000,6,712,6800000,2200000,6000000,1200000,Approved,16200000,0.4
2260,2261,4,Not Graduate, No,8600000,22600000,14,729,300000,16200000,20500000,11900000,Approved,48900000,0.3805309734513274
2261,2262,1,Not Graduate, Yes,5300000,14600000,20,508,11200000,2800000,17000000,4600000,Rejected,35600000,0.363013698630137
2262,2263,0,Graduate, No,7400000,24900000,20,648,7100000,7900000,23300000,6200000,Approved,44500000,0.2971887550200803
2263,2264,0,Not Graduate, Yes,8700000,18700000,10,346,1200000,1800000,30700000,8200000,Rejected,41900000,0.46524064171123
2264,2265,5,Graduate, No,8200000,18500000,4,394,9600000,5700000,27400000,11100000,Rejected,53800000,0.44324324324324327
2265,2266,0,Not Graduate, Yes,3700000,9700000,12,501,2600000,6600000,9200000,4600000,Rejected,23000000,0.38144329896907214
2266,2267,5,Not Graduate, Yes,9200000,36300000,2,655,3000000,1200000,32200000,8700000,Approved,45100000,0.2534435261707989
2267,2268,4,Not Graduate, No,6100000,20900000,4,662,10200000,7000000,23300000,4100000,Approved,44600000,0.291866028708134
2268,2269,2,Graduate, Yes,8800000,30800000,20,820,700000,4800000,25900000,12700000,Approved,44100000,0.2857142857142857
2269,2270,5,Not Graduate, No,9200000,18900000,10,521,8300000,14500000,23400000,6900000,Rejected,53100000,0.48677248677248675
2270,2271,3,Graduate, No,7200000,27900000,12,473,21100000,8800000,27800000,8700000,Rejected,66400000,0.25806451612903225
2271,2272,1,Graduate, No,600000,1200000,10,561,900000,300000,1400000,600000,Approved,3200000,0.5
2272,2273,5,Graduate, No,8000000,23100000,20,461,5900000,2400000,29300000,7200000,Rejected,44800000,0.3463203463203463
2273,2274,4,Graduate, Yes,6900000,13800000,16,715,2100000,6100000,20900000,8200000,Approved,37300000,0.5
2274,2275,0,Not Graduate, Yes,4300000,15600000,18,440,6200000,1300000,10000000,4700000,Rejected,22200000,0.27564102564102566
2275,2276,3,Not Graduate, Yes,8500000,24900000,18,749,9600000,1200000,31700000,10100000,Approved,52600000,0.3413654618473896
2276,2277,4,Not Graduate, No,8600000,17400000,2,787,11700000,10600000,18400000,10600000,Approved,51300000,0.4942528735632184
2277,2278,3,Graduate, No,6300000,13900000,18,748,17700000,8800000,21700000,8600000,Approved,56800000,0.45323741007194246
2278,2279,3,Not Graduate, Yes,5800000,13600000,12,321,1700000,3300000,22300000,3400000,Rejected,30700000,0.4264705882352941
2279,2280,3,Graduate, Yes,1000000,2300000,10,303,1000000,400000,2500000,1000000,Rejected,4900000,0.43478260869565216
2280,2281,0,Not Graduate, Yes,1700000,5400000,8,682,2400000,1000000,3900000,2100000,Approved,9400000,0.3148148148148148
2281,2282,2,Not Graduate, No,3200000,8600000,18,638,1000000,4900000,8600000,3500000,Approved,18000000,0.37209302325581395
2282,2283,0,Graduate, Yes,7500000,16600000,14,440,17200000,14500000,24100000,10300000,Rejected,66100000,0.45180722891566266
2283,2284,1,Not Graduate, Yes,2000000,6600000,10,873,1400000,200000,6300000,2400000,Approved,10300000,0.30303030303030304
2284,2285,3,Not Graduate, No,9100000,19700000,20,437,6300000,13700000,23700000,12900000,Rejected,56600000,0.4619289340101523
2285,2286,4,Graduate, Yes,8400000,19700000,8,796,17900000,9200000,20200000,7700000,Approved,55000000,0.4263959390862944
2286,2287,4,Graduate, No,7100000,27200000,16,824,2400000,8000000,22400000,3900000,Approved,36700000,0.2610294117647059
2287,2288,2,Not Graduate, No,200000,800000,6,338,100000,0,400000,100000,Rejected,600000,0.25
2288,2289,0,Not Graduate, Yes,5000000,14900000,12,575,12800000,1500000,12300000,6600000,Approved,33200000,0.33557046979865773
2289,2290,0,Not Graduate, Yes,4500000,16900000,8,773,6300000,6800000,14000000,6000000,Approved,33100000,0.26627218934911245
2290,2291,2,Not Graduate, Yes,5100000,19700000,2,733,0,4500000,12900000,6200000,Approved,23600000,0.25888324873096447
2291,2292,3,Graduate, Yes,4100000,10600000,14,475,5400000,4300000,13900000,4500000,Rejected,28100000,0.3867924528301887
2292,2293,1,Not Graduate, No,7200000,15000000,10,677,10600000,3900000,24500000,4100000,Approved,43100000,0.48
2293,2294,3,Not Graduate, No,7800000,17700000,6,403,12600000,3700000,24700000,10000000,Rejected,51000000,0.4406779661016949
2294,2295,3,Graduate, Yes,7500000,25300000,12,767,13200000,10800000,19400000,9600000,Approved,53000000,0.2964426877470356
2295,2296,3,Graduate, Yes,6400000,21000000,2,813,3900000,10900000,20500000,4400000,Approved,39700000,0.3047619047619048
2296,2297,4,Graduate, No,7000000,25700000,20,597,19900000,13500000,27500000,10100000,Approved,71000000,0.2723735408560311
2297,2298,4,Not Graduate, Yes,9000000,31100000,8,896,7100000,4400000,23400000,13100000,Approved,48000000,0.28938906752411575
2298,2299,2,Not Graduate, Yes,4400000,13900000,6,810,13200000,4200000,15000000,5200000,Approved,37600000,0.31654676258992803
2299,2300,2,Not Graduate, No,900000,2000000,14,337,1700000,0,2100000,600000,Rejected,4400000,0.45
2300,2301,1,Graduate, No,9800000,26900000,18,792,15900000,14100000,25200000,11900000,Approved,67100000,0.3643122676579926
2301,2302,4,Not Graduate, No,600000,1600000,6,784,300000,100000,1900000,500000,Approved,2800000,0.375
2302,2303,5,Graduate, Yes,9700000,30100000,12,434,19600000,17900000,21000000,6900000,Rejected,65400000,0.3222591362126246
2303,2304,2,Graduate, Yes,8400000,32600000,10,384,13900000,1600000,21600000,7000000,Rejected,44100000,0.25766871165644173
2304,2305,1,Graduate, No,8300000,24900000,10,642,11500000,15400000,21600000,5800000,Approved,54300000,0.3333333333333333
2305,2306,4,Graduate, No,7900000,29900000,8,314,22000000,4600000,26000000,8100000,Rejected,60700000,0.26421404682274247
2306,2307,1,Not Graduate, No,8600000,25900000,2,606,3700000,14900000,32700000,12200000,Approved,63500000,0.33204633204633205
2307,2308,5,Not Graduate, Yes,6700000,17600000,14,843,12700000,200000,19500000,5600000,Approved,38000000,0.3806818181818182
2308,2309,0,Graduate, No,2700000,7400000,10,778,6800000,800000,5600000,2800000,Approved,16000000,0.36486486486486486
2309,2310,0,Not Graduate, No,6600000,25600000,8,718,12600000,12200000,21700000,9000000,Approved,55500000,0.2578125
2310,2311,1,Graduate, Yes,7100000,20800000,20,437,9600000,7300000,24700000,8800000,Rejected,50400000,0.34134615384615385
2311,2312,5,Graduate, Yes,300000,700000,10,586,0,400000,1000000,100000,Approved,1500000,0.42857142857142855
2312,2313,2,Graduate, No,2200000,7000000,6,777,6100000,400000,4400000,3300000,Approved,14200000,0.3142857142857143
2313,2314,1,Graduate, Yes,8700000,31700000,12,525,7800000,10200000,30300000,6100000,Rejected,54400000,0.2744479495268139
2314,2315,4,Graduate, No,7200000,23100000,12,632,4600000,8500000,19400000,4400000,Approved,36900000,0.3116883116883117
2315,2316,0,Not Graduate, No,2000000,4800000,20,337,1300000,2200000,5500000,1700000,Rejected,10700000,0.4166666666666667
2316,2317,4,Graduate, Yes,8600000,27900000,8,458,22400000,1800000,34000000,11700000,Rejected,69900000,0.30824372759856633
2317,2318,2,Graduate, Yes,2300000,5400000,8,364,4500000,500000,7000000,2000000,Rejected,14000000,0.42592592592592593
2318,2319,2,Not Graduate, Yes,9600000,29800000,16,499,28500000,6300000,31800000,7400000,Rejected,74000000,0.3221476510067114
2319,2320,2,Graduate, Yes,1900000,6500000,16,887,2000000,1200000,4500000,1700000,Approved,9400000,0.2923076923076923
2320,2321,1,Graduate, No,2100000,6300000,16,882,3900000,2200000,7700000,2900000,Approved,16700000,0.3333333333333333
2321,2322,1,Not Graduate, Yes,3900000,8700000,8,817,900000,2500000,10700000,2100000,Approved,16200000,0.4482758620689655
2322,2323,5,Not Graduate, Yes,200000,300000,10,704,500000,100000,800000,200000,Approved,1600000,0.6666666666666666
2323,2324,1,Not Graduate, Yes,1900000,4500000,12,742,1200000,2000000,4400000,1200000,Approved,8800000,0.4222222222222222
2324,2325,0,Not Graduate, Yes,3200000,11600000,4,393,4700000,300000,8000000,3100000,Approved,16100000,0.27586206896551724
2325,2326,0,Not Graduate, No,1100000,4300000,18,828,700000,800000,2900000,900000,Approved,5300000,0.2558139534883721
2326,2327,5,Graduate, Yes,8000000,21500000,12,779,2600000,15100000,29800000,10400000,Approved,57900000,0.37209302325581395
2327,2328,4,Graduate, Yes,6100000,21700000,6,860,13900000,900000,14100000,5600000,Approved,34500000,0.28110599078341014
2328,2329,5,Graduate, No,3200000,10600000,2,432,6500000,3700000,11200000,3700000,Approved,25100000,0.3018867924528302
2329,2330,4,Graduate, Yes,9000000,30400000,20,532,21000000,7400000,30500000,13100000,Rejected,72000000,0.29605263157894735
2330,2331,0,Not Graduate, Yes,1200000,3200000,2,678,1500000,1000000,3400000,900000,Approved,6800000,0.375
2331,2332,3,Graduate, No,7900000,27000000,6,601,17700000,7800000,27600000,11500000,Approved,64600000,0.29259259259259257
2332,2333,3,Graduate, Yes,7700000,23100000,8,807,2900000,9800000,20400000,7000000,Approved,40100000,0.3333333333333333
2333,2334,2,Not Graduate, No,4400000,16500000,16,879,7800000,7500000,10300000,5400000,Approved,31000000,0.26666666666666666
2334,2335,1,Not Graduate, No,3100000,11200000,18,665,2000000,5400000,12000000,2500000,Approved,21900000,0.2767857142857143
2335,2336,5,Not Graduate, Yes,2600000,9300000,16,697,5100000,1200000,7700000,3700000,Approved,17700000,0.27956989247311825
2336,2337,4,Graduate, No,5500000,21700000,14,867,5000000,8700000,15200000,3100000,Approved,32000000,0.2534562211981567
2337,2338,1,Graduate, No,5700000,15500000,8,544,10500000,8700000,20900000,7000000,Rejected,47100000,0.36774193548387096
2338,2339,5,Graduate, No,6100000,20700000,20,482,9400000,2000000,16900000,5900000,Rejected,34200000,0.2946859903381642
2339,2340,2,Graduate, No,8200000,22500000,18,857,13400000,14300000,28400000,8400000,Approved,64500000,0.36444444444444446
2340,2341,1,Graduate, No,6000000,21200000,12,549,17900000,8200000,16900000,6200000,Rejected,49200000,0.2830188679245283
2341,2342,1,Graduate, Yes,8000000,30600000,10,720,23700000,8500000,24900000,9700000,Approved,66800000,0.26143790849673204
2342,2343,4,Not Graduate, No,2000000,4800000,8,302,1500000,800000,4000000,2600000,Rejected,8900000,0.4166666666666667
2343,2344,5,Graduate, Yes,1300000,2900000,12,669,400000,1700000,3900000,1800000,Approved,7800000,0.4482758620689655
2344,2345,1,Graduate, No,7000000,27100000,6,591,6700000,12200000,21500000,4900000,Approved,45300000,0.25830258302583026
2345,2346,3,Graduate, No,4100000,15300000,6,440,7500000,5100000,8200000,2000000,Rejected,22800000,0.2679738562091503
