,Unnamed: 0.1,Unnamed: 0,loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,total_assets,inc_loan,cibil_bucket,asset_bucket,term_bucket
2104,2104,2104,2105,5,Not Graduate, Yes,7700000,15500000,8,407,6500000,9100000,26300000,4600000,Rejected,46500000,0.4967741935483871,300-499,250L-10C,5-10
2105,2105,2105,2106,0,Not Graduate, No,5600000,19300000,18,544,6400000,2800000,19900000,6400000,Rejected,35500000,0.2901554404145077,500-599,250L-10C,15-20
2106,2106,2106,2107,5,Graduate, No,9000000,18000000,18,509,24600000,5200000,20000000,6100000,Rejected,55900000,0.5,500-599,250L-10C,15-20
2107,2107,2107,2108,4,Not Graduate, Yes,6400000,18400000,16,320,17700000,3600000,13900000,8300000,Rejected,43500000,0.3478260869565217,300-499,250L-10C,15-20
2108,2108,2108,2109,4,Graduate, No,6900000,14700000,2,496,12000000,7000000,15500000,4000000,Rejected,38500000,0.4693877551020408,300-499,250L-10C,0-5
2109,2109,2109,2110,3,Not Graduate, No,9100000,27400000,18,652,8500000,7300000,31700000,6800000,Approved,54300000,0.3321167883211678,600-699,250L-10C,15-20
2110,2110,2110,2111,2,Graduate, Yes,1100000,3700000,2,806,2700000,800000,2900000,500000,Approved,6900000,0.2972972972972973,800-900,50L-100L,0-5
2111,2111,2111,2112,4,Not Graduate, No,1700000,4500000,12,821,3200000,1900000,4900000,1500000,Approved,11500000,0.3777777777777777,800-900,100L-250L,10-15
2112,2112,2112,2113,5,Graduate, Yes,9200000,28800000,20,618,14300000,10800000,33900000,10600000,Approved,69600000,0.3194444444444444,600-699,250L-10C,15-20
2113,2113,2113,2114,2,Not Graduate, Yes,8300000,20600000,12,729,22400000,9000000,31400000,8400000,Approved,71200000,0.4029126213592233,700-799,250L-10C,10-15
2114,2114,2114,2115,5,Not Graduate, Yes,5000000,10600000,6,839,12600000,8600000,19800000,3500000,Approved,44500000,0.4716981132075472,800-900,250L-10C,5-10
2115,2115,2115,2116,3,Graduate, No,2200000,6400000,2,318,1400000,2100000,4300000,1500000,Rejected,9300000,0.34375,300-499,50L-100L,0-5
2116,2116,2116,2117,2,Graduate, No,4500000,9600000,16,404,1800000,6000000,17000000,2700000,Rejected,27500000,0.46875,300-499,250L-10C,15-20
2117,2117,2117,2118,5,Not Graduate, Yes,4100000,9000000,6,581,6600000,1500000,11300000,3400000,Approved,22800000,0.4555555555555555,500-599,100L-250L,5-10
2118,2118,2118,2119,1,Not Graduate, No,2800000,6800000,18,596,7900000,400000,7300000,1500000,Approved,17100000,0.4117647058823529,500-599,100L-250L,15-20
2119,2119,2119,2120,1,Not Graduate, No,6600000,20700000,4,415,12800000,11900000,17700000,3900000,Approved,46300000,0.3188405797101449,300-499,250L-10C,0-5
2120,2120,2120,2121,3,Not Graduate, Yes,3200000,7200000,6,728,4800000,2000000,8000000,4600000,Approved,19400000,0.4444444444444444,700-799,100L-250L,5-10
2121,2121,2121,2122,0,Not Graduate, No,6300000,13300000,2,666,8800000,4000000,14200000,4900000,Approved,31900000,0.4736842105263157,600-699,250L-10C,0-5
2122,2122,2122,2123,2,Graduate, No,4700000,17700000,14,675,5800000,7200000,13100000,6500000,Approved,32600000,0.2655367231638418,600-699,250L-10C,10-15
2123,2123,2123,2124,0,Graduate, No,4100000,15400000,16,304,3000000,5200000,16200000,3100000,Rejected,27500000,0.2662337662337662,300-499,250L-10C,15-20
2124,2124,2124,2125,5,Graduate, Yes,7100000,15500000,4,474,7600000,9000000,22400000,9400000,Rejected,48400000,0.4580645161290322,300-499,250L-10C,0-5
2125,2125,2125,2126,4,Graduate, Yes,4900000,10200000,18,370,10900000,2200000,13700000,6600000,Rejected,33400000,0.4803921568627451,300-499,250L-10C,15-20
2126,2126,2126,2127,4,Graduate, No,5600000,20300000,20,596,5100000,10900000,12700000,7900000,Approved,36600000,0.2758620689655172,500-599,250L-10C,15-20
2127,2127,2127,2128,4,Graduate, No,3400000,8300000,2,567,5700000,1900000,10200000,2700000,Approved,20500000,0.4096385542168674,500-599,100L-250L,0-5
2128,2128,2128,2129,3,Not Graduate, No,4500000,16100000,16,671,10500000,3600000,12400000,5800000,Approved,32300000,0.2795031055900621,600-699,250L-10C,15-20
2129,2129,2129,2130,2,Graduate, No,300000,800000,18,819,300000,300000,900000,400000,Approved,1900000,0.375,800-900,10L-50L,15-20
2130,2130,2130,2131,5,Not Graduate, Yes,7600000,23000000,10,829,3100000,7300000,17600000,7300000,Approved,35300000,0.3304347826086956,800-900,250L-10C,5-10
2131,2131,2131,2132,5,Graduate, No,500000,1200000,12,454,1400000,500000,1000000,300000,Rejected,3200000,0.4166666666666667,300-499,10L-50L,10-15
2132,2132,2132,2133,0,Graduate, Yes,5900000,15200000,16,399,15200000,3200000,12200000,6500000,Rejected,37100000,0.3881578947368421,300-499,250L-10C,15-20
2133,2133,2133,2134,0,Graduate, No,7100000,20700000,10,784,9500000,11400000,27900000,8600000,Approved,57400000,0.3429951690821256,700-799,250L-10C,5-10
2134,2134,2134,2135,2,Not Graduate, Yes,8500000,26900000,6,538,21300000,16400000,21500000,4600000,Rejected,63800000,0.3159851301115242,500-599,250L-10C,5-10
2135,2135,2135,2136,0,Graduate, Yes,6400000,16900000,16,759,16200000,7100000,15200000,3100000,Approved,41600000,0.378698224852071,700-799,250L-10C,15-20
2136,2136,2136,2137,2,Graduate, No,7100000,21400000,12,699,11400000,13400000,22600000,4800000,Approved,52200000,0.3317757009345794,600-699,250L-10C,10-15
2137,2137,2137,2138,5,Not Graduate, No,1800000,5400000,14,347,3800000,1300000,4900000,1700000,Rejected,11700000,0.3333333333333333,300-499,100L-250L,10-15
2138,2138,2138,2139,3,Not Graduate, Yes,6600000,25200000,20,598,13100000,3600000,20700000,8600000,Approved,46000000,0.2619047619047619,500-599,250L-10C,15-20
2139,2139,2139,2140,4,Graduate, Yes,8800000,27100000,2,406,16300000,6200000,26100000,5800000,Approved,54400000,0.3247232472324723,300-499,250L-10C,0-5
2140,2140,2140,2141,2,Not Graduate, No,4800000,15800000,20,860,1700000,3300000,13400000,5100000,Approved,23500000,0.3037974683544304,800-900,100L-250L,15-20
2141,2141,2141,2142,5,Graduate, Yes,4400000,16500000,10,806,3500000,4400000,11200000,2800000,Approved,21900000,0.2666666666666666,800-900,100L-250L,5-10
2142,2142,2142,2143,0,Not Graduate, No,2000000,6900000,2,448,2700000,3800000,7100000,1600000,Approved,15200000,0.2898550724637681,300-499,100L-250L,0-5
2143,2143,2143,2144,2,Graduate, No,6800000,22600000,20,393,2100000,2200000,20300000,8200000,Rejected,32800000,0.3008849557522124,300-499,250L-10C,15-20
2144,2144,2144,2145,5,Not Graduate, Yes,6600000,16000000,12,811,13100000,5000000,14700000,5000000,Approved,37800000,0.4125,800-900,250L-10C,10-15
2145,2145,2145,2146,2,Graduate, No,3300000,7900000,20,829,4800000,2100000,13200000,2600000,Approved,22700000,0.4177215189873418,800-900,100L-250L,15-20
2146,2146,2146,2147,3,Not Graduate, No,7400000,23400000,16,700,19300000,3000000,20700000,8900000,Approved,51900000,0.3162393162393162,700-799,250L-10C,15-20
2147,2147,2147,2148,0,Not Graduate, Yes,4500000,12400000,18,719,10300000,200000,9200000,3100000,Approved,22800000,0.3629032258064516,700-799,100L-250L,15-20
2148,2148,2148,2149,1,Not Graduate, Yes,9500000,30500000,12,430,5400000,8000000,30800000,10500000,Rejected,54700000,0.3114754098360656,300-499,250L-10C,10-15
2149,2149,2149,2150,1,Graduate, No,800000,3000000,4,338,900000,1000000,2600000,400000,Approved,4900000,0.2666666666666666,300-499,10L-50L,0-5
2150,2150,2150,2151,2,Graduate, No,4000000,13000000,4,695,6400000,6900000,15400000,4300000,Approved,33000000,0.3076923076923077,600-699,250L-10C,0-5
2151,2151,2151,2152,2,Not Graduate, No,7000000,25700000,18,374,3400000,13700000,14900000,4500000,Rejected,36500000,0.2723735408560311,300-499,250L-10C,15-20
2152,2152,2152,2153,3,Graduate, No,3500000,8500000,18,609,7300000,0,12700000,2500000,Approved,22500000,0.4117647058823529,600-699,100L-250L,15-20
2153,2153,2153,2154,3,Graduate, Yes,9700000,36000000,6,631,3500000,5500000,28500000,7500000,Approved,45000000,0.2694444444444444,600-699,250L-10C,5-10
2154,2154,2154,2155,0,Not Graduate, No,3400000,10800000,6,439,5300000,1400000,11600000,1900000,Rejected,20200000,0.3148148148148148,300-499,100L-250L,5-10
2155,2155,2155,2156,1,Graduate, Yes,4600000,13500000,20,837,5600000,7700000,11900000,2500000,Approved,27700000,0.3407407407407407,800-900,250L-10C,15-20
2156,2156,2156,2157,4,Graduate, No,3800000,10400000,10,833,7500000,2500000,14100000,4200000,Approved,28300000,0.3653846153846153,800-900,250L-10C,5-10
2157,2157,2157,2158,4,Not Graduate, Yes,4200000,9600000,20,863,7400000,900000,9100000,3400000,Approved,20800000,0.4375,800-900,100L-250L,15-20
2158,2158,2158,2159,2,Graduate, No,2500000,8700000,4,684,0,600000,9700000,2600000,Approved,12900000,0.2873563218390804,600-699,100L-250L,0-5
2159,2159,2159,2160,0,Not Graduate, Yes,7000000,24600000,6,542,6400000,2600000,24500000,4700000,Rejected,38200000,0.2845528455284553,500-599,250L-10C,5-10
2160,2160,2160,2161,1,Not Graduate, No,5300000,11500000,8,753,10000000,4200000,14400000,3000000,Approved,31600000,0.4608695652173913,700-799,250L-10C,5-10
2161,2161,2161,2162,0,Not Graduate, No,6400000,14200000,2,512,1600000,9200000,23100000,3500000,Rejected,37400000,0.4507042253521127,500-599,250L-10C,0-5
2162,2162,2162,2163,3,Not Graduate, No,3400000,8100000,12,385,6100000,4000000,10700000,4000000,Rejected,24800000,0.419753086419753,300-499,100L-250L,10-15
2163,2163,2163,2164,4,Not Graduate, No,6700000,18800000,2,749,15600000,7900000,19900000,8600000,Approved,52000000,0.3563829787234042,700-799,250L-10C,0-5
2164,2164,2164,2165,1,Not Graduate, Yes,4600000,10100000,4,618,2200000,100000,12900000,4300000,Approved,19500000,0.4554455445544554,600-699,100L-250L,0-5
2165,2165,2165,2166,4,Graduate, Yes,900000,2500000,4,583,1300000,800000,1800000,1100000,Approved,5000000,0.36,500-599,50L-100L,0-5
2166,2166,2166,2167,0,Graduate, No,5100000,19900000,18,655,4400000,0,17100000,7100000,Approved,28600000,0.2562814070351759,600-699,250L-10C,15-20
2167,2167,2167,2168,0,Not Graduate, Yes,7000000,20900000,20,380,11800000,10800000,21100000,6200000,Rejected,49900000,0.3349282296650718,300-499,250L-10C,15-20
2168,2168,2168,2169,3,Graduate, Yes,4100000,14700000,6,679,6600000,3700000,10500000,5600000,Approved,26400000,0.2789115646258503,600-699,250L-10C,5-10
2169,2169,2169,2170,2,Graduate, No,4600000,14800000,6,410,12900000,6800000,16100000,5800000,Rejected,41600000,0.3108108108108108,300-499,250L-10C,5-10
2170,2170,2170,2171,2,Graduate, Yes,3600000,11500000,8,590,1600000,5200000,10900000,3000000,Approved,20700000,0.3130434782608696,500-599,100L-250L,5-10
2171,2171,2171,2172,5,Graduate, No,5900000,13800000,14,397,12400000,600000,20400000,3000000,Rejected,36400000,0.427536231884058,300-499,250L-10C,10-15
2172,2172,2172,2173,2,Graduate, No,600000,2100000,16,425,900000,500000,2300000,300000,Rejected,4000000,0.2857142857142857,300-499,10L-50L,15-20
2173,2173,2173,2174,0,Graduate, No,4900000,16400000,2,383,3300000,3500000,15000000,5800000,Approved,27600000,0.298780487804878,300-499,250L-10C,0-5
2174,2174,2174,2175,5,Graduate, Yes,6400000,23900000,6,406,14700000,12400000,25400000,4300000,Rejected,56800000,0.2677824267782426,300-499,250L-10C,5-10
2175,2175,2175,2176,2,Graduate, No,7000000,19800000,10,563,3900000,9400000,22800000,8000000,Approved,44100000,0.3535353535353535,500-599,250L-10C,5-10
2176,2176,2176,2177,3,Graduate, Yes,6700000,13400000,14,782,4900000,4000000,25800000,9600000,Approved,44300000,0.5,700-799,250L-10C,10-15
2177,2177,2177,2178,1,Not Graduate, Yes,800000,2200000,4,852,900000,200000,2200000,1000000,Approved,4300000,0.3636363636363636,800-900,10L-50L,0-5
2178,2178,2178,2179,5,Not Graduate, No,7600000,27800000,2,753,18400000,12200000,16900000,8000000,Approved,55500000,0.2733812949640288,700-799,250L-10C,0-5
2179,2179,2179,2180,5,Graduate, Yes,3200000,7600000,4,489,5000000,2900000,10600000,1900000,Rejected,20400000,0.4210526315789473,300-499,100L-250L,0-5
2180,2180,2180,2181,2,Not Graduate, Yes,4900000,13800000,2,586,9900000,1400000,9900000,7000000,Approved,28200000,0.3550724637681159,500-599,250L-10C,0-5
2181,2181,2181,2182,3,Not Graduate, No,7200000,20800000,16,560,2100000,10700000,21100000,3600000,Approved,37500000,0.3461538461538461,500-599,250L-10C,15-20
2182,2182,2182,2183,3,Graduate, No,5600000,20600000,6,487,6400000,9700000,20200000,4100000,Rejected,40400000,0.2718446601941747,300-499,250L-10C,5-10
2183,2183,2183,2184,4,Graduate, Yes,7300000,18300000,8,434,10000000,2900000,26800000,6700000,Rejected,46400000,0.3989071038251366,300-499,250L-10C,5-10
2184,2184,2184,2185,4,Not Graduate, No,3300000,7000000,20,504,8200000,3200000,7300000,2500000,Rejected,21200000,0.4714285714285714,500-599,100L-250L,15-20
2185,2185,2185,2186,2,Graduate, Yes,9200000,25300000,4,827,25900000,15900000,19300000,11000000,Approved,72100000,0.3636363636363636,800-900,250L-10C,0-5
2186,2186,2186,2187,3,Not Graduate, Yes,8100000,23300000,20,657,15700000,2900000,28100000,6200000,Approved,52900000,0.3476394849785407,600-699,250L-10C,15-20
2187,2187,2187,2188,5,Graduate, No,6600000,21400000,10,447,12700000,11100000,20200000,6400000,Rejected,50400000,0.308411214953271,300-499,250L-10C,5-10
2188,2188,2188,2189,0,Graduate, Yes,4200000,13600000,4,834,8700000,3400000,12000000,3100000,Approved,27200000,0.3088235294117647,800-900,250L-10C,0-5
2189,2189,2189,2190,2,Graduate, No,5800000,21700000,8,354,12500000,2300000,12200000,6800000,Rejected,33800000,0.2672811059907834,300-499,250L-10C,5-10
2190,2190,2190,2191,2,Graduate, Yes,5600000,21000000,18,883,9800000,1600000,20900000,6000000,Approved,38300000,0.2666666666666666,800-900,250L-10C,15-20
2191,2191,2191,2192,0,Not Graduate, Yes,3600000,9900000,12,641,10300000,2400000,9100000,2700000,Approved,24500000,0.3636363636363636,600-699,100L-250L,10-15
2192,2192,2192,2193,1,Graduate, Yes,7700000,16900000,6,621,22600000,7900000,27400000,10200000,Approved,68100000,0.4556213017751479,600-699,250L-10C,5-10
2193,2193,2193,2194,0,Graduate, Yes,7800000,23300000,10,587,12500000,9300000,27500000,9700000,Approved,59000000,0.334763948497854,500-599,250L-10C,5-10
2194,2194,2194,2195,3,Not Graduate, No,5700000,15400000,16,424,4700000,3000000,16400000,5600000,Rejected,29700000,0.3701298701298701,300-499,250L-10C,15-20
2195,2195,2195,2196,5,Graduate, No,6300000,20500000,14,515,4300000,3600000,18300000,9100000,Rejected,35300000,0.3073170731707317,500-599,250L-10C,10-15
2196,2196,2196,2197,5,Not Graduate, Yes,2300000,4700000,18,592,1600000,3900000,6200000,2800000,Approved,14500000,0.4893617021276595,500-599,100L-250L,15-20
2197,2197,2197,2198,4,Graduate, Yes,9600000,19900000,6,319,3200000,16500000,28100000,6600000,Rejected,54400000,0.4824120603015075,300-499,250L-10C,5-10
2198,2198,2198,2199,1,Not Graduate, Yes,1000000,3900000,16,360,2500000,300000,2100000,600000,Rejected,5500000,0.2564102564102564,300-499,50L-100L,15-20
2199,2199,2199,2200,5,Graduate, Yes,7200000,27100000,12,535,8400000,12800000,28100000,4800000,Rejected,54100000,0.2656826568265683,500-599,250L-10C,10-15
2200,2200,2200,2201,2,Not Graduate, Yes,3800000,11400000,16,666,9000000,2400000,8000000,3800000,Approved,23200000,0.3333333333333333,600-699,100L-250L,15-20
2201,2201,2201,2202,4,Not Graduate, Yes,9300000,24600000,16,419,18100000,0,26700000,5100000,Rejected,49900000,0.3780487804878049,300-499,250L-10C,15-20
2202,2202,2202,2203,2,Not Graduate, Yes,7200000,21900000,12,640,0,11400000,14600000,3800000,Approved,29800000,0.3287671232876712,600-699,250L-10C,10-15
2203,2203,2203,2204,0,Graduate, No,7600000,19700000,12,545,4300000,5200000,29500000,7300000,Rejected,46300000,0.3857868020304568,500-599,250L-10C,10-15
2204,2204,2204,2205,4,Graduate, No,4500000,15300000,10,843,13200000,6900000,10800000,2200000,Approved,33100000,0.2941176470588235,800-900,250L-10C,5-10
2205,2205,2205,2206,1,Not Graduate, Yes,9900000,30900000,20,559,12100000,6100000,38600000,12100000,Approved,68900000,0.3203883495145631,500-599,250L-10C,15-20
2206,2206,2206,2207,0,Not Graduate, Yes,700000,2000000,18,650,400000,1300000,2800000,500000,Approved,5000000,0.35,600-699,50L-100L,15-20
2207,2207,2207,2208,0,Graduate, No,3500000,12300000,16,479,9700000,6000000,7900000,4700000,Rejected,28300000,0.2845528455284553,300-499,250L-10C,15-20
2208,2208,2208,2209,1,Graduate, Yes,300000,1000000,14,324,100000,100000,1100000,100000,Rejected,1400000,0.3,300-499,10L-50L,10-15
2209,2209,2209,2210,5,Not Graduate, Yes,5400000,16700000,2,354,1100000,4500000,19300000,5200000,Approved,30100000,0.3233532934131736,300-499,250L-10C,0-5
2210,2210,2210,2211,4,Not Graduate, Yes,2800000,8400000,10,521,1500000,1200000,9100000,3700000,Rejected,15500000,0.3333333333333333,500-599,100L-250L,5-10
2211,2211,2211,2212,5,Not Graduate, Yes,4900000,15900000,8,505,12400000,4900000,14900000,6100000,Rejected,38300000,0.3081761006289308,500-599,250L-10C,5-10
2212,2212,2212,2213,4,Not Graduate, No,600000,1700000,12,436,400000,0,1700000,700000,Rejected,2800000,0.3529411764705882,300-499,10L-50L,10-15
2213,2213,2213,2214,0,Graduate, No,3000000,8100000,6,683,3200000,4900000,10200000,3200000,Approved,21500000,0.3703703703703703,600-699,100L-250L,5-10
2214,2214,2214,2215,0,Graduate, No,1800000,5800000,18,348,2900000,700000,6700000,1000000,Rejected,11300000,0.3103448275862069,300-499,100L-250L,15-20
2215,2215,2215,2216,4,Graduate, Yes,5100000,15700000,6,867,11200000,8300000,19200000,3600000,Approved,42300000,0.3248407643312102,800-900,250L-10C,5-10
2216,2216,2216,2217,5,Graduate, No,1400000,4100000,14,880,3700000,1800000,2800000,2100000,Approved,10400000,0.3414634146341463,800-900,100L-250L,10-15
2217,2217,2217,2218,2,Graduate, Yes,6700000,25500000,10,673,11100000,8600000,25100000,5000000,Approved,49800000,0.2627450980392157,600-699,250L-10C,5-10
2218,2218,2218,2219,3,Not Graduate, No,4300000,12600000,18,482,9300000,900000,13200000,6100000,Rejected,29500000,0.3412698412698413,300-499,250L-10C,15-20
2219,2219,2219,2220,3,Graduate, Yes,7800000,19600000,4,767,18100000,10500000,20500000,7700000,Approved,56800000,0.3979591836734694,700-799,250L-10C,0-5
2220,2220,2220,2221,3,Not Graduate, No,5400000,15800000,18,760,12700000,2300000,16400000,7200000,Approved,38600000,0.3417721518987341,700-799,250L-10C,15-20
2221,2221,2221,2222,0,Not Graduate, No,500000,1900000,2,857,1100000,500000,1800000,300000,Approved,3700000,0.2631578947368421,800-900,10L-50L,0-5
2222,2222,2222,2223,1,Graduate, No,8600000,26700000,10,735,11800000,9100000,20700000,11200000,Approved,52800000,0.3220973782771535,700-799,250L-10C,5-10
2223,2223,2223,2224,3,Graduate, No,2500000,9300000,4,810,2700000,3300000,9400000,3700000,Approved,19100000,0.2688172043010752,800-900,100L-250L,0-5
2224,2224,2224,2225,4,Not Graduate, No,3000000,7200000,2,680,900000,3400000,9600000,1700000,Approved,15600000,0.4166666666666667,600-699,100L-250L,0-5
2225,2225,2225,2226,5,Not Graduate, Yes,7000000,26900000,4,889,1400000,4200000,22400000,7400000,Approved,35400000,0.2602230483271375,800-900,250L-10C,0-5
2226,2226,2226,2227,1,Not Graduate, Yes,400000,1500000,16,688,400000,300000,1200000,200000,Approved,2100000,0.2666666666666666,600-699,10L-50L,15-20
2227,2227,2227,2228,5,Not Graduate, No,5200000,13700000,16,531,8800000,4500000,15700000,2900000,Rejected,31900000,0.3795620437956204,500-599,250L-10C,15-20
2228,2228,2228,2229,3,Graduate, No,3300000,11100000,2,660,6500000,3700000,12300000,4500000,Approved,27000000,0.2972972972972973,600-699,250L-10C,0-5
2229,2229,2229,2230,1,Not Graduate, Yes,2400000,8800000,18,414,3600000,2200000,7100000,2500000,Rejected,15400000,0.2727272727272727,300-499,100L-250L,15-20
2230,2230,2230,2231,4,Graduate, Yes,5800000,15800000,14,528,6300000,100000,21400000,8700000,Rejected,36500000,0.3670886075949367,500-599,250L-10C,10-15
2231,2231,2231,2232,4,Not Graduate, Yes,9400000,20000000,12,817,3600000,1600000,34400000,8000000,Approved,47600000,0.47,800-900,250L-10C,10-15
2232,2232,2232,2233,2,Not Graduate, No,6100000,15300000,2,799,7100000,5500000,17800000,5300000,Approved,35700000,0.3986928104575163,700-799,250L-10C,0-5
2233,2233,2233,2234,1,Graduate, Yes,7500000,21400000,20,655,13000000,10300000,28100000,8100000,Approved,59500000,0.3504672897196261,600-699,250L-10C,15-20
2234,2234,2234,2235,2,Not Graduate, No,4100000,16200000,6,546,3500000,3100000,15100000,3700000,Rejected,25400000,0.2530864197530864,500-599,250L-10C,5-10
2235,2235,2235,2236,3,Not Graduate, No,8500000,30800000,14,745,11000000,8200000,19400000,7200000,Approved,45800000,0.275974025974026,700-799,250L-10C,10-15
2236,2236,2236,2237,0,Graduate, No,4300000,16900000,8,884,6500000,5400000,12000000,3700000,Approved,27600000,0.2544378698224852,800-900,250L-10C,5-10
2237,2237,2237,2238,5,Not Graduate, No,9300000,22000000,4,822,20900000,10000000,24200000,12100000,Approved,67200000,0.4227272727272727,800-900,250L-10C,0-5
2238,2238,2238,2239,4,Not Graduate, No,6000000,18700000,2,623,4300000,4000000,19100000,5700000,Approved,33100000,0.320855614973262,600-699,250L-10C,0-5
2239,2239,2239,2240,1,Not Graduate, Yes,5300000,18900000,16,361,300000,5000000,11900000,5500000,Rejected,22700000,0.2804232804232804,300-499,100L-250L,15-20
2240,2240,2240,2241,5,Not Graduate, Yes,7400000,16200000,2,778,17000000,2700000,19400000,9200000,Approved,48300000,0.4567901234567901,700-799,250L-10C,0-5
2241,2241,2241,2242,1,Not Graduate, Yes,1100000,3800000,8,779,600000,1800000,4000000,1600000,Approved,8000000,0.2894736842105263,700-799,50L-100L,5-10
2242,2242,2242,2243,1,Graduate, Yes,6600000,20700000,4,594,4800000,200000,26400000,8900000,Approved,40300000,0.3188405797101449,500-599,250L-10C,0-5
2243,2243,2243,2244,3,Graduate, No,8200000,28300000,2,530,15000000,10500000,20200000,12100000,Approved,57800000,0.2897526501766784,500-599,250L-10C,0-5
2244,2244,2244,2245,3,Not Graduate, No,3300000,9300000,12,324,5300000,2600000,7500000,2000000,Rejected,17400000,0.3548387096774194,300-499,100L-250L,10-15
2245,2245,2245,2246,4,Graduate, Yes,2500000,9000000,10,394,6700000,2000000,7300000,3000000,Rejected,19000000,0.2777777777777778,300-499,100L-250L,5-10
2246,2246,2246,2247,3,Graduate, Yes,3300000,10400000,12,816,7100000,6300000,11800000,4900000,Approved,30100000,0.3173076923076923,800-900,250L-10C,10-15
2247,2247,2247,2248,5,Not Graduate, No,1000000,2300000,16,423,1700000,700000,2900000,1400000,Rejected,6700000,0.4347826086956521,300-499,50L-100L,15-20
2248,2248,2248,2249,5,Graduate, Yes,6200000,12800000,2,539,5600000,9800000,22300000,4800000,Rejected,42500000,0.484375,500-599,250L-10C,0-5
2249,2249,2249,2250,1,Graduate, No,7000000,21000000,20,554,16900000,6600000,14600000,5600000,Approved,43700000,0.3333333333333333,500-599,250L-10C,15-20
2250,2250,2250,2251,2,Graduate, Yes,7000000,19000000,6,523,5300000,9300000,25800000,9500000,Rejected,49900000,0.3684210526315789,500-599,250L-10C,5-10
2251,2251,2251,2252,1,Not Graduate, Yes,5300000,12000000,10,852,400000,10400000,18900000,5000000,Approved,34700000,0.4416666666666666,800-900,250L-10C,5-10
2252,2252,2252,2253,0,Not Graduate, Yes,1800000,3700000,2,505,3900000,2400000,4500000,1400000,Rejected,12200000,0.4864864864864865,500-599,100L-250L,0-5
2253,2253,2253,2254,0,Graduate, Yes,2300000,7900000,10,430,6600000,2800000,8100000,1900000,Rejected,19400000,0.2911392405063291,300-499,100L-250L,5-10
2254,2254,2254,2255,2,Graduate, No,4000000,9200000,16,784,3200000,600000,13000000,4900000,Approved,21700000,0.4347826086956521,700-799,100L-250L,15-20
2255,2255,2255,2256,1,Not Graduate, No,8900000,24000000,6,380,16500000,7400000,27700000,7500000,Rejected,59100000,0.3708333333333333,300-499,250L-10C,5-10
2256,2256,2256,2257,3,Graduate, No,8000000,18600000,20,565,1600000,8600000,22500000,9400000,Approved,42100000,0.4301075268817204,500-599,250L-10C,15-20
2257,2257,2257,2258,4,Graduate, Yes,7900000,26900000,14,446,17900000,7300000,16500000,8200000,Rejected,49900000,0.2936802973977695,300-499,250L-10C,10-15
2258,2258,2258,2259,5,Graduate, Yes,6700000,20200000,8,406,6900000,4900000,15300000,7100000,Rejected,34200000,0.3316831683168317,300-499,250L-10C,5-10
2259,2259,2259,2260,4,Not Graduate, No,2400000,6000000,6,712,6800000,2200000,6000000,1200000,Approved,16200000,0.4,700-799,100L-250L,5-10
2260,2260,2260,2261,4,Not Graduate, No,8600000,22600000,14,729,300000,16200000,20500000,11900000,Approved,48900000,0.3805309734513274,700-799,250L-10C,10-15
2261,2261,2261,2262,1,Not Graduate, Yes,5300000,14600000,20,508,11200000,2800000,17000000,4600000,Rejected,35600000,0.363013698630137,500-599,250L-10C,15-20
2262,2262,2262,2263,0,Graduate, No,7400000,24900000,20,648,7100000,7900000,23300000,6200000,Approved,44500000,0.2971887550200803,600-699,250L-10C,15-20
2263,2263,2263,2264,0,Not Graduate, Yes,8700000,18700000,10,346,1200000,1800000,30700000,8200000,Rejected,41900000,0.46524064171123,300-499,250L-10C,5-10
2264,2264,2264,2265,5,Graduate, No,8200000,18500000,4,394,9600000,5700000,27400000,11100000,Rejected,53800000,0.4432432432432432,300-499,250L-10C,0-5
2265,2265,2265,2266,0,Not Graduate, Yes,3700000,9700000,12,501,2600000,6600000,9200000,4600000,Rejected,23000000,0.3814432989690721,500-599,100L-250L,10-15
2266,2266,2266,2267,5,Not Graduate, Yes,9200000,36300000,2,655,3000000,1200000,32200000,8700000,Approved,45100000,0.2534435261707989,600-699,250L-10C,0-5
2267,2267,2267,2268,4,Not Graduate, No,6100000,20900000,4,662,10200000,7000000,23300000,4100000,Approved,44600000,0.291866028708134,600-699,250L-10C,0-5
2268,2268,2268,2269,2,Graduate, Yes,8800000,30800000,20,820,700000,4800000,25900000,12700000,Approved,44100000,0.2857142857142857,800-900,250L-10C,15-20
2269,2269,2269,2270,5,Not Graduate, No,9200000,18900000,10,521,8300000,14500000,23400000,6900000,Rejected,53100000,0.4867724867724867,500-599,250L-10C,5-10
2270,2270,2270,2271,3,Graduate, No,7200000,27900000,12,473,21100000,8800000,27800000,8700000,Rejected,66400000,0.2580645161290322,300-499,250L-10C,10-15
2271,2271,2271,2272,1,Graduate, No,600000,1200000,10,561,900000,300000,1400000,600000,Approved,3200000,0.5,500-599,10L-50L,5-10
2272,2272,2272,2273,5,Graduate, No,8000000,23100000,20,461,5900000,2400000,29300000,7200000,Rejected,44800000,0.3463203463203463,300-499,250L-10C,15-20
2273,2273,2273,2274,4,Graduate, Yes,6900000,13800000,16,715,2100000,6100000,20900000,8200000,Approved,37300000,0.5,700-799,250L-10C,15-20
